5
5133
Face_Jaw
Face_LowerLip
Face_LCorner
Face_RCorner
Face_UpperLip
0	0 0 0 0 0 0
	0 0 0 0 0 0
	0 0 0 0 0 0
	0 0 0 0 0 0
	0 0 0 0 0 0
33	0 0 0 0 0 0.8899
	0.1708 0.3361 0.0155 0 0 -3.3557
	-0.2853 0.4189 0.5688 0 17.0138 0
	-0.3747 0.4637 -0.672 0 -13.5912 0
	0.1252 0.0144 0 0 0 -12.1267
66	0 0 0 0 0 1.4238
	0.2733 0.5378 0.0248 0 0 -5.3691
	-0.4565 0.6702 0.9101 0 27.2221 0
	-0.5996 0.742 -1.0752 0 -21.7459 0
	0.2004 0.0231 0.0011 0 0 -19.4027
100	-0.0336 -0.0732 0.0013 0 0 2.888
	0.1131 0.5506 0.0089 0 0 -2.8763
	-0.2374 0.213 0.5366 -10.5455 6.9013 4.181
	-0.3105 0.2515 -0.6511 2.955 8.6189 1.9952
	0.1271 -0.1456 0 0 0 -10.3943
133	-0.0641 -0.1395 0.0026 -0.0013 0 4.0494
	-0.0634 0.5002 -0.0083 0 0 0
	0.0135 -0.2781 0.0935 -20.0935 -14.6373 7.9666
	0.0202 -0.2781 -0.1432 5.6305 38.6197 3.8018
	0.0375 -0.301 0 0 0 0
166	-0.0705 -0.1533 0.0028 -0.0012 0 4.4499
	-0.0697 0.5497 -0.0092 0 0 0
	0.0148 -0.3056 0.1027 -22.0807 -16.0849 8.7545
	0.0222 -0.3056 -0.1573 6.1873 42.4392 4.1778
	0.0413 -0.3308 0 0 0 0
200	-0.0705 -0.1533 0.0028 -0.0012 0 4.4499
	-0.0697 0.5497 -0.0092 0 0 0
	0.0148 -0.3056 0.1027 -22.0807 -16.0849 8.7545
	0.0222 -0.3056 -0.1573 6.1873 42.4392 4.1778
	0.0413 -0.3308 0 0 0 0
233	-0.0705 -0.1533 0.0028 -0.0012 0 4.4499
	-0.0697 0.5497 -0.0092 0 0 0
	0.0148 -0.3056 0.1027 -22.0807 -16.0849 8.7545
	0.0222 -0.3056 -0.1573 6.1873 42.4392 4.1778
	0.0413 -0.3308 0 0 0 0
266	-0.0705 -0.1533 0.0028 -0.0012 0 4.4499
	-0.0697 0.5497 -0.0092 0 0 0
	0.0148 -0.3056 0.1027 -22.0807 -16.0849 8.7545
	0.0222 -0.3056 -0.1573 6.1873 42.4392 4.1778
	0.0413 -0.3308 0 0 0 0
300	-0.0677 -0.1472 0.0027 -0.0013 0 4.2719
	-0.0669 0.5277 -0.0088 0 0 0
	0.0143 -0.2934 0.0986 -21.1975 -15.4415 8.4043
	0.0214 -0.2934 -0.151 5.9398 40.7417 4.0106
	0.0396 -0.3176 0 0 0 0
333	-0.0552 -0.12 0.0022 -0.0013 0 3.732
	0.0286 0.4654 -0.0079 0 0 0
	0 -0.2525 0.0277 -17.292 -12.5965 6.8559
	0.0172 -0.2464 -0.0445 4.8454 33.2352 3.2717
	0.0141 -0.1744 0 0 0 0
366	-0.0359 -0.0781 0.0014 0 0 2.8948
	0.176 0.3688 -0.0066 0 0 0
	-0.0231 -0.189 -0.0814 -11.2489 -8.1943 4.4599
	0.0108 -0.1738 0.1195 3.1521 21.6204 2.1283
	-0.025 0.0463 0 0 0 0
400	-0.0155 -0.0338 0 0 0 1.9606
	0.3137 0.2596 -0.005 0 0 0
	-0.0445 -0.1193 -0.1854 -4.8807 -3.5554 1.9351
	0.0041 -0.0957 0.2761 1.3676 9.3808 0.9234
	-0.0626 0.2613 0 0 0 0
433	0 0 0 0 0 1.13
	0.3807 0.1598 -0.0034 0 0 0
	-0.0552 -0.0599 -0.2408 0 0 0
	0 -0.0326 0.3595 0 0 0
	-0.083 0.3868 0 0 0 0
466	0 0 0 0 0 3.2557
	0.4779 -0.0326 0 0 6.8573 -25.2383
	-0.1092 0.9671 0.8145 3.7214 -5.8759 -1.9534
	-0.1409 0.9821 -0.6139 -14.4397 0 0
	0.0466 0.5382 0 -2.6422 -4.6965 4.2188
500	0 0 0 0 0 4.8631
	0.4957 -0.2225 0.0019 0 12.6597 -46.5938
	-0.1455 1.8463 1.7483 6.8703 -10.8478 -3.6063
	-0.2593 1.8463 -1.4986 -26.658 0 0
	0.1704 0.6009 0 -4.8779 -8.6704 7.7886
533	-0.0217 -0.0473 0 0 0 5.1309
	0.3614 -0.0021 -0.0013 0 9.7795 -35.9931
	-0.1078 1.3319 1.3823 -1.5116 -13.3471 -0.0822
	-0.1934 1.3319 -1.2062 -18.6822 13.1058 1.2901
	0.1444 0.362 0 -3.7681 -6.6978 6.0165
566	-0.0496 -0.1079 0.002 -0.001 0 4.7017
	0.1109 0.3151 -0.0058 0 4.0859 -15.0382
	-0.0365 0.3807 0.6366 -13.3241 -14.8226 4.9979
	-0.068 0.3808 -0.5944 -4.2489 29.8709 2.9405
	0.084 -0.0389 0 -1.5743 -2.7984 2.5137
600	-0.0684 -0.1487 0.0027 -0.0013 0 4.3164
	-0.0676 0.5332 -0.0089 0 0 0
	0.0144 -0.2965 0.0996 -21.4183 -15.6024 8.4919
	0.0216 -0.2964 -0.1526 6.0017 41.166 4.0524
	0.04 -0.3209 0 0 0 0
633	-0.0705 -0.1533 0.0028 -0.0012 0 4.4499
	-0.0697 0.5497 -0.0092 0 0 0
	0.0148 -0.3056 0.1027 -22.0807 -16.0849 8.7545
	0.0222 -0.3056 -0.1573 6.1873 42.4392 4.1778
	0.0413 -0.3308 0 0 0 0
666	-0.0705 -0.1533 0.0028 -0.0012 0 4.4499
	-0.0697 0.5497 -0.0092 0 0 0
	0.0148 -0.3056 0.1027 -22.0807 -16.0849 8.7545
	0.0222 -0.3056 -0.1573 6.1873 42.4392 4.1778
	0.0413 -0.3308 0 0 0 0
700	-0.0705 -0.1533 0.0028 -0.0012 0 4.4499
	-0.0697 0.5497 -0.0092 0 0 0
	0.0148 -0.3056 0.1027 -22.0807 -16.0849 8.7545
	0.0222 -0.3056 -0.1573 6.1873 42.4392 4.1778
	0.0413 -0.3308 0 0 0 0
733	-0.0641 -0.1395 0.0026 -0.0013 0 4.0494
	-0.0634 0.5002 -0.0083 0 0 0
	0.0135 -0.2781 0.0935 -20.0935 -14.6373 7.9666
	0.0202 -0.2781 -0.1432 5.6305 38.6197 3.8018
	0.0375 -0.301 0 0 0 0
766	-0.058 -0.1262 0.0023 -0.001 0 3.6153
	-0.114 0.5436 -0.009 0 0 -6.881
	0.1344 -0.4526 -0.0285 -19.3425 -15.023 7.4463
	0.139 -0.4525 -0.0545 7.2135 33.4873 4.3431
	0.1113 -0.3359 0 0 0 0
800	-0.0489 -0.1064 0.0019 0 0 2.9715
	-0.1839 0.5992 -0.0098 0 0 -16.4694
	0.3026 -0.693 -0.1996 -18.104 -15.4205 6.645
	0.3044 -0.693 0.0703 9.3654 25.9664 5.061
	0.2137 -0.3815 0 0 0 0
833	-0.0372 -0.081 0.0015 0 0 2.199
	-0.2123 0.5722 -0.0093 0 0 -21.32
	0.3862 -0.7839 -0.2964 -15.2604 -14.0066 5.3606
	0.3858 -0.7839 0.1493 9.8328 17.9005 5.0047
	0.2614 -0.3714 0 0 0 0
866	-0.0197 -0.043 0 0 0 3.843
	0.1598 0.1816 -0.0038 0 6.9628 -36.9528
	0.1251 0.599 0.804 -4.3283 -13.4073 0.8643
	0.0623 0.599 -0.7448 -9.4382 9.5096 2.6587
	0.2326 0.1331 0 -2.6828 -4.7687 4.2837
900	0 0 0 0 0 4.8631
	0.4957 -0.2225 0.0019 0 12.6597 -46.5938
	-0.1455 1.8463 1.7483 6.8703 -10.8478 -3.6063
	-0.2593 1.8463 -1.4986 -26.658 0 0
	0.1704 0.6009 0 -4.8779 -8.6704 7.7886
933	0 0 0 0 0 4.7618
	0.5264 -0.1852 0.0012 0 11.9418 -43.9514
	-0.1458 1.7324 1.612 6.4807 -10.2326 -3.4017
	-0.2447 1.7366 -1.3581 -25.1461 0 0
	0.1479 0.6265 0 -4.6013 -8.1787 7.3468
966	0 0 0 0 0 4.2741
	0.53 -0.1203 0 0 10.0809 -37.1025
	-0.1355 1.4489 1.3066 5.4708 -8.6381 -2.8716
	-0.2068 1.4586 -1.0655 -21.2276 0 0
	0.1062 0.6159 0 -3.8843 -6.9042 6.202
1000	0 0 0 0 0 3.5312
	0.5112 -0.041 0 0 7.5167 -27.6651
