5
1700
Face_Jaw
Face_LowerLip
Face_LCorner
Face_RCorner
Face_UpperLip
0	0 0 0 0 0 0
	0 0 0 0 0 0
	0 0 0 0 0 0
	0 0 0 0 0 0
	0 0 0 0 0 0
33	0 0 0 0 0 4.3601
	0.4444 -0.1994 0.0017 0 11.3501 -41.7738
	-0.1305 1.6553 1.5674 6.1596 -9.7256 -3.2332
	-0.2325 1.6553 -1.3435 -23.9002 0 0
	0.1528 0.5387 0 -4.3733 -7.7735 6.9828
66	0 0 0 0 0 4.0241
	0.47 -0.1364 0 0 9.8131 -36.1169
	-0.1253 1.4177 1.301 5.3255 -8.4086 -2.7954
	-0.2012 1.4238 -1.0806 -20.6637 0 0
	0.1134 0.5529 0 -3.7811 -6.7208 6.0372
100	0 0 0 0 0 2.9903
	0.4383 -0.0304 0 0 6.3056 -23.2076
	-0.1003 0.8895 0.7497 3.422 -5.4031 -1.7962
	-0.1296 0.9032 -0.5656 -13.2779 0 0
	0.0431 0.4937 0 -2.4296 -4.3186 3.8793
133	0 0 0 0 0 1.7881
	0.3783 0.0743 -0.0021 0 2.4828 -9.138
	-0.0693 0.3178 0.165 1.3474 -2.1274 -0.7072
	-0.0515 0.338 -0.0284 -5.2281 0 0
	-0.0278 0.4035 0 -0.9566 -1.7004 1.5275
166	0 0 0 0 0 0.9467
	0.319 0.1339 -0.0028 0 0 0
	-0.0463 -0.0502 -0.2017 0 0 0
	0 -0.0273 0.3012 0 0 0
	-0.0695 0.3241 0 0 0 0
200	-0.0117 -0.0255 0 0 0 1.6002
	0.2781 0.213 -0.0041 0 0 0
	-0.0396 -0.0964 -0.1661 -3.6732 -2.6758 1.4563
	0.003 -0.0756 0.2474 1.0293 7.06 0.695
	-0.0562 0.2393 0 0 0 0
233	-0.0289 -0.0629 0.0011 0 0 2.4747
	0.1898 0.3173 -0.0057 0 0 0
	-0.0256 -0.1598 -0.096 -9.0619 -6.6012 3.5928
	0.0086 -0.1441 0.1417 2.5392 17.417 1.7145
	-0.0306 0.0862 0 0 0 0
266	-0.0469 -0.1021 0.0019 -0.0012 0 3.3505
	0.0834 0.4208 -0.0073 0 0 0
	-0.0089 -0.2241 -0.0137 -14.7116 -10.7168 5.8328
	0.0145 -0.2147 0.0178 4.1224 28.2758 2.7835
	0 -0.0883 0 0 0 0
300	-0.0612 -0.1331 0.0024 -0.0013 0 4.008
	-0.0116 0.4977 -0.0084 0 0 0
	0.0058 -0.273 0.0582 -19.168 -13.9631 7.5997
	0.0192 -0.2695 -0.0904 5.3711 36.841 3.6267
	0.0251 -0.2375 0 0 0 0
333	-0.067 -0.1456 0.0027 -0.0013 0 4.2274
	-0.0662 0.5222 -0.0087 0 0 0
	0.0141 -0.2904 0.0976 -20.9767 -15.2807 8.3168
	0.0211 -0.2903 -0.1495 5.878 40.3173 3.9689
	0.0392 -0.3143 0 0 0 0
366	-0.0641 -0.1394 0.0026 -0.0013 0 4.0479
	-0.0634 0.5 -0.0083 0 0 0
	0.0135 -0.278 0.0934 -20.0857 -14.6316 7.9635
	0.0202 -0.278 -0.1431 5.6283 38.6048 3.8003
	0.0375 -0.3009 0 0 0 0
400	-0.0566 -0.1231 0.0022 -0.0013 0 3.574
	-0.056 0.4415 -0.0074 0 0 0
	0.0119 -0.2455 0.0825 -17.7346 -12.9189 7.0314
	0.0179 -0.2454 -0.1264 4.9695 34.0859 3.3554
	0.0331 -0.2657 0 0 0 0
433	-0.046 -0.1 0.0018 -0.0012 0 2.9032
	-0.0455 0.3586 -0.006 0 0 0
	0.0097 -0.1994 0.067 -14.4061 -10.4942 5.7117
	0.0145 -0.1994 -0.1026 4.0368 27.6885 2.7257
	0.0269 -0.2158 0 0 0 0
466	-0.0338 -0.0734 0.0013 -0.001 0 2.1328
	-0.0334 0.2634 -0.0044 0 0 0
	0.0071 -0.1465 0.0492 -10.5829 -7.7092 4.1959
	0.0106 -0.1464 -0.0754 2.9655 20.3405 2.0023
	0.0197 -0.1585 0 0 0 0
500	-0.0215 -0.0468 0 0 0 1.3599
	-0.0213 0.168 -0.0028 0 0 0
	0.0045 -0.0934 0.0314 -6.748 -4.9156 2.6754
	0.0068 -0.0934 -0.048 1.8909 12.9697 1.2767
	0.0126 -0.1011 0 0 0 0
533	-0.0108 -0.0235 0 0 0 0.682
	-0.0106 0.0842 -0.0014 0 0 0
	0.0022 -0.0468 0.0157 -3.384 -2.4651 1.3417
	0.0034 -0.0468 -0.0241 0.9482 6.5041 0.6402
	0.0063 -0.0507 0 0 0 0
566	-0.0031 -0.0067 0 0 0 0.1962
	-0.003 0.0242 0 0 0 0
	0 -0.0134 0.0045 -0.9737 -0.7093 0.386
	0 -0.0134 -0.0069 0.2728 1.8716 0.1842
	0.0018 -0.0145 0 0 0 0
600	0 0 0 0 0 0
	0 0 0 0 0 0
	0 0 0 0 0 0
	0 0 0 0 0 0
	0 0 0 0 0 0
633	-0.0044 -0.0096 0 0 0 0.2801
	-0.0043 0.0346 0 0 0 0
	0 -0.0192 0.0064 -1.3899 -1.0125 0.551
	0.0014 -0.0192 -0.0099 0.3894 2.6715 0.2629
	0.0025 -0.0208 0 0 0 0
666	-0.016 -0.0347 0 0 0 1.0098
	-0.0158 0.1247 -0.002 0 0 0
	0.0033 -0.0693 0.0233 -5.0108 -3.6501 1.9866
	0.005 -0.0693 -0.0357 1.4041 9.6307 0.948
	0.0093 -0.075 0 0 0 0
700	-0.0311 -0.0677 0.0012 0 0 1.9659
	-0.0308 0.2428 -0.004 0 0 0
	0.0065 -0.135 0.0454 -9.7549 -7.1061 3.8676
	0.0098 -0.135 -0.0695 2.7334 18.749 1.8456
	0.0182 -0.1461 0 0 0 0
733	-0.0463 -0.1008 0.0018 -0.0013 0 2.9252
	-0.0458 0.3613 -0.006 0 0 0
	0.0097 -0.2009 0.0675 -14.5148 -10.5735 5.7548
	0.0146 -0.2009 -0.1034 4.0673 27.8976 2.7463
	0.0271 -0.2175 0 0 0 0
766	-0.058 -0.1262 0.0023 -0.0013 0 3.6644
	-0.0574 0.4526 -0.0075 0 0 0
	0.0122 -0.2517 0.0846 -18.183 -13.2456 7.2092
	0.0183 -0.2516 -0.1296 5.0951 34.9478 3.4403
	0.034 -0.2724 0 0 0 0
800	-0.0627 -0.1364 0.0025 -0.0013 0 3.9604
	-0.062 0.4892 -0.0082 0 0 0
	0.0132 -0.272 0.0914 -19.6518 -14.3156 7.7915
	0.0198 -0.272 -0.14 5.5067 37.7709 3.7182
	0.0367 -0.2944 0 0 0 0
833	-0.0482 -0.1048 0.0019 -0.0012 0 3.6888
	-0.1147 0.1692 -0.0042 0 0 -7.7562
	0.0101 -0.209 0.0702 -15.1028 -11.0018 5.9879
	0.0152 -0.209 -0.1076 4.232 29.0276 2.8575
	0.0036 -0.2642 0 0 0 1.8184
866	-0.0197 -0.0429 0 0 0 2.8815
	-0.1894 -0.3698 0.0026 0 0 -19.653
	0.0041 -0.0856 0.0287 -6.1867 -4.5067 2.4529
	0.0062 -0.0856 -0.044 1.7336 11.8908 1.1705
	-0.0507 -0.1887 0 0 0 4.6077
900	0 0 0 0 0 2.3247
	-0.2416 -0.745 0.0074 0 0 -27.9491
	0 0 0 0 0 0
	0 0 0 0 0 0
	-0.0886 -0.1365 0 0 0 6.5527
933	0 0 0 0 0 2.6155
	-0.2718 -0.8381 0.0084 0 0 -31.4446
	0 0 0 0 0 0
	0 0 0 0 0 0
	-0.0997 -0.1536 0 0 0 7.3722
966	0 0 0 0 0 2.8174
	-0.2928 -0.9028 0.009 0 0 -33.872
	0 0 0 0 0 0
	0 0 0 0 0 0
	-0.1074 -0.1655 0 0 0 7.9413
1000	0 0 0 0 0 2.902
	-0.3016 -0.9299 0.0093 0 0 -34.8891
	0 0 0 0 0 0
	0 0 0 0 0 0
	-0.1107 -0.1704 0 0 0 8.1798
1033	0 0 0 0 0 2.8408
	-0.2953 -0.9103 0.0091 0 0 -34.1533
	0 0 0 0 0 0
	0 0 0 0 0 0
	-0.1083 -0.1668 0 0 0 8.0073
1066	0 0 0 0 0 2.6053
	-0.2708 -0.8349 0.0083 0 0 -31.3223
	0 0 0 0 0 0
	0 0 0 0 0 0
	-0.0993 -0.153 0 0 0 7.3435
1100	-0.0362 -0.0788 0.0014 0 0 3.6384
	-0.1762 -0.1498 0 0 0 -16.2291
