5
1000
Face_Jaw
Face_LowerLip
Face_LCorner
Face_RCorner
Face_UpperLip
0	0 0 0 0 0 0
	0 0 0 0 0 0
	0 0 0 0 0 0
	0 0 0 0 0 0
	0 0 0 0 0 0
33	0 0 0 0 0 0.2834
	-0.0837 0.1428 -0.0019 0 0 0
	-0.015 0.0053 0.1036 -0.7861 9.6531 -0.3836
	0 -0.0081 -0.1239 0.3329 -5.2877 -0.0845
	0.03 -0.0045 0 0 0 0
66	0 0 0 0 0 0.6059
	-0.179 0.3054 -0.0041 0 0 0
	-0.0321 0.0113 0.2216 -1.6806 20.6377 -0.8201
	0 -0.0174 -0.265 0.7118 -11.3048 -0.1807
	0.0642 -0.0097 0 0 0 0
100	0 0 0 0 0 0.9089
	-0.2685 0.4581 -0.0061 0 0 0
	-0.0482 0.017 0.3325 -2.521 30.9566 -1.2302
	0 -0.0262 -0.3976 1.0677 -16.9572 -0.2711
	0.0963 -0.0145 0 0 0 0
133	0 0 0 0 0 1.1336
	-0.3349 0.5715 -0.0076 0 0 0
	-0.0601 0.0212 0.4147 -3.1445 38.6125 -1.5345
	0 -0.0327 -0.4959 1.3318 -21.1509 -0.3381
	0.1202 -0.0181 0 0 0 0
166	0 0 0 0 0 1.2216
	-0.3609 0.6158 -0.0082 0 0 0
	-0.0648 0.0228 0.4469 -3.3884 41.6083 -1.6536
	0 -0.0352 -0.5344 1.4351 -22.792 -0.3643
	0.1295 -0.0196 0 0 0 0
200	0 0 0 0 0 2.9645
	-0.1197 0.1416 -0.0025 0 6.0804 -22.3788
	-0.1032 0.8985 1.4754 -6.9091 17.3869 -1.4452
	-0.125 0.8686 -1.4481 -1.4416 -15.5655 -0.9411
	0.0715 0.0433 -0.0059 -3.2787 0.6824 2.8467
233	0 0 0 0 0 4.3601
	0.1233 -0.3273 0.0031 0 11.3501 -41.7738
	-0.1305 1.6553 2.3247 -9.6412 -7.523 -1.1089
	-0.2325 1.6553 -2.1896 -4.07 -7.1564 -1.4067
	0.0089 0.0998 -0.011 -6.1203 1.2739 5.3138
266	0 0 0 0 0 4.0127
	0.1042 -0.2847 0.0027 0 10.3715 -38.172
	-0.1207 1.5131 2.1347 -8.8891 -5.9013 -1.0519
	-0.2124 1.5118 -2.0133 -3.6855 -7.0723 -1.2939
	0.0112 0.0907 -0.0101 -5.5926 1.1641 4.8556
300	0 0 0 0 0 3.2586
	0.0271 -0.1283 0 0 7.9602 -29.2973
	-0.1021 1.1647 1.7039 -7.3186 1.563 -1.0495
	-0.1632 1.1551 -1.6235 -2.6185 -8.7653 -1.0464
	0.0275 0.0667 -0.0077 -4.2924 0.8934 3.7267
333	0 0 0 0 0 2.314
	-0.0739 0.0755 -0.0015 0 4.9032 -18.0462
	-0.0792 0.7231 1.1618 -5.3591 11.4134 -1.0618
	-0.1007 0.7026 -1.1342 -1.2524 -11.1237 -0.7361
	0.0495 0.0362 -0.0048 -2.644 0.5503 2.2955
366	0 0 0 0 0 1.395
	-0.1649 0.261 -0.0037 0 1.9875 -7.315
	-0.0563 0.3017 0.6381 -3.44 20.1929 -1.049
	-0.0412 0.2716 -0.6597 0.0292 -13.0359 -0.4347
	0.0685 0.0073 -0.0019 -1.0717 0.223 0.9305
400	0 0 0 0 0 0.7177
	-0.212 0.3618 -0.0048 0 0 0
	-0.038 0.0134 0.2625 -1.9907 24.4449 -0.9715
	0 -0.0207 -0.3139 0.8431 -13.3903 -0.214
	0.0761 -0.0115 0 0 0 0
433	-0.0118 -0.0258 0 0 0 1.3743
	-0.2047 0.3924 -0.0056 0 0 0
	-0.0141 -0.0258 0.3176 -6.6476 29.4827 -0.8382
	0.019 -0.0426 -0.3591 1.6277 -15.7247 0.4891
	0.0905 -0.0647 0 0 0 0
466	-0.0301 -0.0655 0.0012 0 0 2.3137
	-0.1724 0.4035 -0.0063 0 0 0
	0.0266 -0.0877 0.3763 -13.6191 34.8003 -0.536
	0.0493 -0.0744 -0.3974 2.7515 -17.983 1.5931
	0.105 -0.1455 0 0 0 0
500	-0.0469 -0.102 0.0019 -0.0012 0 3.1323
	-0.1299 0.3918 -0.0066 0 0 0
	0.0662 -0.1452 0.4142 -19.8954 38.2034 -0.2001
	0.0771 -0.1022 -0.4136 3.7317 -19.2465 2.619
	0.1138 -0.219 0 0 0 0
533	-0.0543 -0.118 0.0022 -0.0013 0 3.4264
	-0.0922 0.3541 -0.0063 0 0 0
	0.087 -0.1717 0.4073 -22.4668 37.4973 0.0343
	0.0893 -0.1126 -0.3924 4.0854 -18.5966 3.0878
	0.1108 -0.2502 0 0 0 0
566	-0.0519 -0.1129 0.0021 -0.0011 0 3.2388
	-0.1253 0.4208 -0.0073 0 0 -5.3171
	0.1647 -0.3303 0.3029 -20.898 36.6502 1.4526
	0.1642 -0.2476 -0.3348 5.1901 -21.2668 3.7181
	0.1331 -0.2902 0 0 0 0
600	-0.0411 -0.0894 0.0016 0 0 2.5056
	-0.1588 0.4648 -0.0077 0 0 -12.7263
	0.2608 -0.5277 0.1013 -15.6181 30.3064 3.424
	0.2563 -0.4202 -0.2004 6.1669 -22.4267 4.1712
	0.1491 -0.3114 0 0 0 0
633	-0.0287 -0.0626 0.0011 0 0 1.6993
	-0.164 0.4421 -0.0071 0 0 -16.4745
	0.2984 -0.6058 -0.0523 -10.0925 22.3327 4.417
	0.2916 -0.4933 -0.0826 6.1419 -20.6507 4.0081
	0.143 -0.2904 0 0 0 0
666	-0.0155 -0.0339 0 0 0 2.8266
	-0.0349 0.0963 -0.0025 0 4.962 -27.1863
	0.1046 0.3955 0.9879 -9.6817 8.8079 1.9077
	0.0563 0.4564 -1.002 1.5475 -14.3144 1.556
	0.0814 -0.1136 -0.0048 -2.6757 0.5569 2.3231
700	0 0 0 0 0 3.4657
	0.098 -0.2602 0.0025 0 9.0219 -33.2048
	-0.1037 1.3158 1.8478 -7.6635 -5.9798 -0.8814
	-0.1848 1.3158 -1.7404 -3.2351 -5.6884 -1.1181
	0.0071 0.0793 -0.0088 -4.8649 1.0126 4.2238
733	-0.0099 -0.0216 0 0 0 3.6459
	0.0683 -0.1615 0.001 0 7.8539 -28.906
	-0.0743 1.1139 1.6834 -10.7953 1.6772 -0.761
	-0.1444 1.1247 -1.5872 -2.0664 -8.3655 -0.4065
	0.0265 0.0231 -0.0076 -4.235 0.8815 3.677
766	-0.0227 -0.0494 0 0 0 3.4165
	0.0173 0 -0.0012 0 5.1553 -18.9741
	-0.0227 0.6799 1.2266 -13.7959 12.2995 -0.4892
	-0.0681 0.7046 -1.159 -0.1362 -11.0451 0.6553
	0.0505 -0.0595 -0.005 -2.7799 0.5786 2.4136
800	-0.0356 -0.0774 0.0014 -0.001 0 3.0684
	-0.0373 0.1708 -0.0036 0 2.1346 -7.8565
	0.0325 0.1986 0.7044 -16.5558 23.1905 -0.1859
	0.0149 0.2374 -0.6693 1.9153 -13.5488 1.7616
	0.0744 -0.1454 -0.002 -1.151 0.2395 0.9993
833	-0.0458 -0.0996 0.0018 -0.0012 0 2.8924
	-0.0778 0.2989 -0.0054 0 0 0
	0.0734 -0.1449 0.3438 -18.9655 31.6535 0.029
	0.0754 -0.095 -0.3313 3.4487 -15.6984 2.6066
	0.0935 -0.2112 0 0 0 0
866	-0.0539 -0.1173 0.0021 -0.0013 0 3.4057
	-0.0916 0.352 -0.0063 0 0 0
	0.0865 -0.1706 0.4048 -22.3309 37.2705 0.0341
	0.0888 -0.1119 -0.3901 4.0607 -18.4841 3.0691
	0.1101 -0.2487 0 0 0 0
900	-0.059 -0.1282 0.0023 -0.0013 0 3.7226
	-0.1002 0.3847 -0.0069 0 0 0
	0.0945 -0.1865 0.4425 -24.4089 40.7387 0.0373
	0.097 -0.1223 -0.4264 4.4386 -20.2041 3.3547
	0.1203 -0.2718 0 0 0 0
933	-0.0557 -0.1211 0.0022 -0.0013 0 3.5154
	-0.0946 0.3633 -0.0065 0 0 0
	0.0893 -0.1761 0.4178 -23.0503 38.4712 0.0352
	0.0916 -0.1155 -0.4026 4.1915 -19.0796 3.168
	0.1136 -0.2567 0 0 0 0
966	-0.0325 -0.0707 0.0013 0 0 2.0525
	-0.0552 0.2121 -0.0038 0 0 0
	0.0521 -0.1028 0.2439 -13.4582 22.4618 0.0206
	0.0535 -0.0674 -0.2351 2.4473 -11.1398 1.8497
