7
3533
Face_Jaw
Face_LowerLip
Face_LCorner
Face_RCorner
Face_LLower
Face_RLower
Face_UpperLip
0	0 0 0 0 0 0
	0 0 0 0 0 0
	0 0 0 0 0 0
	0 0 0 0 0 0
	0 0 0 0 0 0
	0 0 0 0 0 0
	0 0 0 0 0 0
33	0 0 0 0 0 2.8571
	-0.4116 -0.4083 -0.019 0.4761 0 -86.6559
	0.2502 0.0133 0.002 -5.3209 -24.881 6.7555
	0.2502 0.0133 0.002 8.3249 6.1515 29.2389
	0.029 -0.3788 0.176 0 17.4272 -37.768
	0.2375 -0.4153 0.0018 0 -2.632 -31.6399
	0.1363 0.0072 0.001 0 0 -26.1671
66	0 0 0 0 0 2.8571
	-0.4116 -0.4083 -0.019 0.4761 0 -86.6559
	0.2502 0.0133 0.002 -5.3209 -24.881 6.7555
	0.2502 0.0133 0.002 8.3249 6.1515 29.2389
	0.029 -0.3788 0.176 0 17.4272 -37.768
	0.2375 -0.4153 0.0018 0 -2.632 -31.6399
	0.1363 0.0072 0.001 0 0 -26.1671
100	0 0 0 0 0 2.8571
	-0.4116 -0.4083 -0.019 0.4761 0 -86.6559
	0.2502 0.0133 0.002 -5.3209 -24.881 6.7555
	0.2502 0.0133 0.002 8.3249 6.1515 29.2389
	0.029 -0.3788 0.176 0 17.4272 -37.768
	0.2375 -0.4153 0.0018 0 -2.632 -31.6399
	0.1363 0.0072 0.001 0 0 -26.1671
133	0 0 0 0 0 4.6931
	-0.4211 -0.2911 -0.0187 0.4761 0 -90.6717
	0.264 -0.1222 0.1103 -8.1938 -35.2659 2.2476
	0.2263 -0.1066 -0.29 10.7755 36.7048 9.9619
	-0.1682 -0.5688 0.1807 0 17.4272 -37.768
	0.0697 -0.6065 -0.0143 0 -2.632 -31.6399
	0.2504 -0.119 0.0017 0.3086 -0.8891 -35.3482
166	0 0 0 0 0 3.3383
	-0.0173 0.2132 0 0 0 -7.3014
	0.025 -0.2465 0.1969 -5.2234 -18.8816 -8.1962
	-0.0434 -0.218 -0.5311 4.4555 55.5514 -35.049
	-0.3586 -0.3454 0.0085 0 0 0
	-0.3096 -0.3475 -0.0294 0 0 0
	0.2074 -0.2297 0.0011 0.5612 -1.6166 -16.6929
200	0 0 0 0 0 2.9308
	-0.0094 0.0882 0.0043 0 0 -17.7624
	-0.0359 -0.1479 0.1701 -1.5697 -17.1869 -7.0825
	-0.0874 -0.1125 -0.4523 2.6147 43.3713 -25.4259
	-0.275 -0.2516 0.0875 0 0 0
	-0.2315 -0.238 -0.0943 0 0 0
	0.0992 -0.204 0 -0.3609 -1.1593 -10.9096
233	0 0 0 0 0 1.8958
	0.0031 -0.102 0.0093 0 0 -29.7493
	-0.1163 0.0144 0.1055 3.8358 -12.099 -4.3993
	-0.1357 0.054 -0.2701 -0.3947 19.3712 -7.8504
	-0.1138 -0.0796 0.1852 0 0 0
	-0.0899 -0.046 -0.1711 0 0 0
	-0.069 -0.1358 0 -1.6065 -0.3318 -1.0325
266	0 0 0 0 0 1.2867
	0.0098 -0.2019 0.0117 0 0 -35.4215
	-0.1566 0.1017 0.0679 6.65 -9.0299 -2.8338
	-0.1582 0.1425 -0.1646 -2.008 5.9029 1.8431
	-0.0238 0.0152 0.2331 0 0 0
	-0.0111 0.0587 -0.208 0 0 0
	-0.158 -0.0953 -0.0012 -2.2357 0.1235 4.3247
300	0 0 0 0 0 1.5341
	0.006 -0.1421 0.01 0 0 -30.9102
	-0.129 0.0529 0.0837 4.9205 -10.1577 -3.4916
	-0.1395 0.0912 -0.2102 -1.1006 12.4229 -3.1332
	-0.0681 -0.0333 0.1981 0 0 0
	-0.0505 0.0031 -0.1797 0 0 0
	-0.1057 -0.1113 0 -1.8141 -0.1119 1.4205
333	0 0 0 0 0 2.1362
	-0.0027 -0.0066 0.0061 0 0 -21.0892
	-0.0677 -0.0587 0.122 1.0191 -12.965 -5.0811
	-0.099 -0.0254 -0.3197 0.9755 27.7403 -14.6991
	-0.1719 -0.1463 0.1211 0 0 0
	-0.1416 -0.1253 -0.1178 0 0 0
	0.0129 -0.1504 0 -0.8754 -0.6586 -5.2654
366	0 0 0 0 0 2.7474
	-0.0116 0.1299 0.0021 0 0 -11.2314
	-0.006 -0.1713 0.1608 -2.9114 -15.8204 -6.6934
	-0.0584 -0.1431 -0.4306 3.0703 43.2355 -26.3868
	-0.2768 -0.2605 0.0438 0 0 0
	-0.2349 -0.2551 -0.0557 0 0 0
	0.1326 -0.1901 0 0.0691 -1.2109 -12.0153
400	0 0 0 0 0 3.022
	-0.0157 0.193 0 0 0 -6.6097
	0.0226 -0.2231 0.1783 -4.7286 -17.0928 -7.4197
	-0.0393 -0.1974 -0.4807 4.0334 50.2886 -31.7286
	-0.3246 -0.3127 0.0077 0 0 0
	-0.2788 -0.3145 -0.0266 0 0 0
	0.1877 -0.2079 0 0.508 -1.4634 -15.1115
433	0 0 0 0 0 2.1165
	-0.0031 0 0.0058 0 0 -20.197
	-0.0635 -0.0623 0.121 0.8243 -12.8079 -5.0412
	-0.0951 -0.03 -0.3176 1.0462 27.8163 -14.8921
	-0.1727 -0.1481 0.1151 0 0 0
	-0.1426 -0.1283 -0.1125 0 0 0
	0.0178 -0.1489 0 -0.8148 -0.6685 -5.447
466	0 0 0 0 0 1.2331
	0.0094 -0.1935 0.0112 0 0 -33.9456
	-0.1501 0.0974 0.065 6.3729 -8.6536 -2.7157
	-0.1516 0.1366 -0.1578 -1.9244 5.6569 1.7663
	-0.0228 0.0146 0.2233 0 0 0
	-0.0106 0.0562 -0.1993 0 0 0
	-0.1514 -0.0914 -0.0012 -2.1425 0.1183 4.1445
500	0 0 0 0 0 1.8037
	0.0029 -0.0965 0.0088 0 0 -28.2496
	-0.1104 0.0134 0.1004 3.6351 -11.5081 -4.186
	-0.1289 0.051 -0.2571 -0.3694 18.4555 -7.4943
	-0.1085 -0.076 0.1759 0 0 0
	-0.0858 -0.0441 -0.1625 0 0 0
	-0.0653 -0.1292 0 -1.5244 -0.3169 -1.0001
533	0 0 0 0 0 2.7875
	-0.0092 0.0872 0.004 0 0 -16.513
	-0.0322 -0.143 0.1619 -1.5942 -16.3262 -6.74
	-0.0815 -0.1097 -0.4306 2.5303 41.4322 -24.3623
	-0.2629 -0.241 0.0805 0 0 0
	-0.2212 -0.2286 -0.0874 0 0 0
	0.0971 -0.194 0 -0.3146 -1.1114 -10.502
566	0 0 0 0 0 3.1977
	-0.0166 0.2042 0 0 0 -6.994
	0.0239 -0.2361 0.1886 -5.0035 -18.0866 -7.8511
	-0.0416 -0.2089 -0.5087 4.2679 53.2124 -33.5733
	-0.3435 -0.3309 0.0081 0 0 0
	-0.2959 -0.3328 -0.0282 0 0 0
	0.1987 -0.22 0.001 0.5375 -1.5485 -15.99
600	0 0 0 0 0 2.5988
	-0.0093 0.2209 0.0063 0 0 -5.2234
	-0.0028 -0.2507 0.1407 -3.6164 -13.6751 -4.936
	-0.0483 -0.2328 -0.396 4.2456 40.9655 -24.574
	-0.3503 -0.3141 0.0408 0 0 0
	-0.3121 -0.3194 -0.0695 0 0 0
	0.1965 -0.208 0.0011 0.4014 -1.1565 -16.5923
633	0 0 0 0 0 1.3594
	0.0027 0.215 0.0142 0 0 -1.8986
	-0.0418 -0.2377 0.0508 -1.0773 -5.3002 0.0329
	-0.0514 -0.2359 -0.1755 3.6275 17.3015 -7.9473
	-0.312 -0.2461 0.0833 0 0 0
	-0.2973 -0.2555 -0.1207 0 0 0
	0.1663 -0.1617 0.0011 0.1459 -0.4203 -15.1914
666	0 0 0 0 0 0.6317
	0.0093 0.2051 0.0181 0 0 0
	-0.0621 -0.2232 0 0.3611 -0.5017 2.7826
	-0.0516 -0.2304 -0.0481 3.1743 3.672 1.5
	-0.2812 -0.2009 0.1043 0 0 0
	-0.2798 -0.2123 -0.1454 0 0 0
	0.1445 -0.1311 0.0011 0 0 -13.9507
700	0 0 0 0 0 2.8463
	-0.0148 0.1818 0 0 0 -6.2254
	0.0213 -0.2102 0.1679 -4.4537 -16.0991 -6.9883
	-0.037 -0.1859 -0.4528 3.7989 47.3649 -29.8839
	-0.3058 -0.2945 0.0072 0 0 0
	-0.262 -0.2963 -0.0251 0 0 0
	0.1768 -0.1958 0 0.4784 -1.3784 -14.2329
733	0 0 0 0 0 3.1212
